department,quarter,no_of_workers,defects_day,Total_Produced
Gloves,Quarter4,61.2,1.6,668.4
Gloves,Quarter3,22.0,8.9,171.3
Sweatshirt,Quarter4,85.1,3.7,592.0
T-Shirt,Quarter2,70.4,8.1,609.3
Gloves,Quarter1,41.9,1.6,375.5
Gloves,Quarter3,37.9,2.0,299.2
Sweatshirt,Quarter4,14.0,9.0,29.0
Gloves,Quarter2,35.5,6.2,348.8
Gloves,Quarter2,38.2,2.8,300.0
Gloves,Quarter4,42.5,7.5,445.0
Sweatshirt,Quarter2,100.0,3.4,396.6
Sweatshirt,Quarter1,84.6,3.4,335.0
T-Shirt,Quarter3,81.8,6.0,724.2
Gloves,Quarter3,57.7,2.2,632.5
Gloves,Quarter3,89.4,4.4,706.4
T-Shirt,Quarter2,42.9,3.7,378.7
T-Shirt,Quarter4,94.6,9.1,842.3
Sweatshirt,Quarter2,22.7,4.0,109.5
T-Shirt,Quarter2,50.3,0.3,401.5
T-Shirt,Quarter4,65.4,7.1,567.3
Sweatshirt,Quarter2,22.0,7.2,146.8
Sweatshirt,Quarter2,60.7,4.5,350.7
T-Shirt,Quarter3,75.7,7.4,590.8
Sweatshirt,Quarter3,36.4,6.7,234.7
Gloves,Quarter1,64.4,1.8,511.6
T-Shirt,Quarter4,51.0,7.9,451.1
Sweatshirt,Quarter4,91.7,4.6,453.9
T-Shirt,Quarter4,17.8,9.9,87.0
Sweatshirt,Quarter4,95.2,1.2,570.0
Sweatshirt,Quarter3,25.7,5.6,143.0
Gloves,Quarter2,10.2,1.0,79.6
Gloves,Quarter2,80.8,1.1,886.6
Sweatshirt,Quarter1,70.3,9.6,393.0
T-Shirt,Quarter4,87.5,8.0,596.5
T-Shirt,Quarter4,46.8,5.8,403.8
Sweatshirt,Quarter1,34.3,2.5,132.2
Gloves,Quarter3,75.1,1.4,596.6
T-Shirt,Quarter1,67.4,2.9,603.7
Gloves,Quarter1,24.2,4.2,229.4
Gloves,Quarter1,81.3,7.2,887.1
Sweatshirt,Quarter1,75.9,5.5,444.4
Gloves,Quarter2,52.6,3.8,409.4
Sweatshirt,Quarter4,53.9,5.1,259.3
T-Shirt,Quarter4,94.3,1.6,561.0
T-Shirt,Quarter2,70.2,9.3,393.3
Gloves,Quarter2,86.2,5.2,760.2
T-Shirt,Quarter3,40.0,5.9,228.2
T-Shirt,Quarter2,20.9,3.2,139.9
T-Shirt,Quarter1,78.3,9.2,451.4
Sweatshirt,Quarter3,15.4,7.4,77.6
Sweatshirt,Quarter3,23.0,7.9,84.1
Sweatshirt,Quarter2,85.8,2.8,340.4
Gloves,Quarter1,19.9,5.3,183.1
T-Shirt,Quarter1,17.1,4.4,140.7
T-Shirt,Quarter3,82.2,4.0,735.8
Gloves,Quarter3,29.8,5.6,281.2
Sweatshirt,Quarter3,88.6,3.0,440.0
Gloves,Quarter4,59.4,4.4,640.2
T-Shirt,Quarter4,76.7,8.1,452.1
T-Shirt,Quarter1,20.0,1.8,154.6
Sweatshirt,Quarter1,68.4,0.1,341.8
T-Shirt,Quarter3,10.3,9.5,83.2
T-Shirt,Quarter4,39.9,6.5,226.4
Sweatshirt,Quarter4,11.4,2.3,41.0
T-Shirt,Quarter2,77.4,9.8,444.8
T-Shirt,Quarter2,31.2,2.1,180.9
Gloves,Quarter1,31.5,7.6,268.3
Sweatshirt,Quarter1,12.0,8.9,51.1
T-Shirt,Quarter3,11.7,0.3,81.3
Gloves,Quarter3,49.0,2.2,534.6
Sweatshirt,Quarter1,41.0,6.9,157.1
Sweatshirt,Quarter2,37.3,4.9,209.1
Sweatshirt,Quarter3,73.2,3.8,431.6
T-Shirt,Quarter4,99.0,2.8,690.2
Sweatshirt,Quarter1,39.2,0.3,156.2
T-Shirt,Quarter3,96.6,4.3,571.0
Sweatshirt,Quarter2,49.6,5.1,232.7
Gloves,Quarter1,40.2,2.4,397.2
T-Shirt,Quarter2,94.1,0.5,657.2
T-Shirt,Quarter4,67.1,1.2,399.0
Sweatshirt,Quarter1,88.6,2.7,434.9
T-Shirt,Quarter1,36.2,6.8,282.8
T-Shirt,Quarter1,34.2,6.9,232.5
T-Shirt,Quarter1,15.1,5.2,75.0
T-Shirt,Quarter2,50.9,3.6,403.6
Gloves,Quarter4,99.8,6.5,978.5
Gloves,Quarter2,49.8,1.6,496.4
Sweatshirt,Quarter3,83.0,0.9,580.1
T-Shirt,Quarter3,38.2,1.7,302.2
Sweatshirt,Quarter3,58.3,5.5,333.3
T-Shirt,Quarter1,77.6,9.7,514.1
T-Shirt,Quarter3,50.3,5.2,346.9
Gloves,Quarter4,85.4,0.1,683.1
Gloves,Quarter4,87.5,6.3,868.7
Gloves,Quarter4,60.5,6.2,532.1
Gloves,Quarter4,21.7,2.2,210.4
Gloves,Quarter4,52.6,6.8,558.2
Gloves,Quarter4,52.1,9.6,563.5
Gloves,Quarter3,30.9,0.5,277.1
T-Shirt,Quarter4,20.6,8.4,177.0
Gloves,Quarter2,40.9,9.0,300.2
Gloves,Quarter2,49.7,7.1,489.9
Gloves,Quarter4,88.5,4.7,698.6
Gloves,Quarter1,83.0,4.6,650.2
Sweatshirt,Quarter3,57.5,1.4,283.3
Sweatshirt,Quarter1,37.8,7.2,250.2
T-Shirt,Quarter1,98.9,6.4,587.0
T-Shirt,Quarter1,33.5,9.5,206.0
T-Shirt,Quarter2,97.1,9.4,758.0
T-Shirt,Quarter1,57.2,2.7,392.3
T-Shirt,Quarter1,59.0,2.0,466.0
Gloves,Quarter4,25.9,3.1,204.1
Gloves,Quarter2,52.1,4.3,412.5
Gloves,Quarter1,86.5,6.9,685.1
T-Shirt,Quarter1,45.7,2.6,357.8
T-Shirt,Quarter4,42.8,6.9,378.3
T-Shirt,Quarter4,15.5,3.6,82.2
Gloves,Quarter1,90.1,5.0,976.1
Gloves,Quarter3,62.3,4.4,672.1
Gloves,Quarter2,97.5,7.3,953.1
Gloves,Quarter3,24.3,7.1,211.6
T-Shirt,Quarter4,97.6,3.7,773.4
Sweatshirt,Quarter1,23.9,0.2,95.4
Sweatshirt,Quarter1,100.0,6.1,487.8
Gloves,Quarter2,49.4,3.4,388.4
Gloves,Quarter2,79.8,0.6,796.8
T-Shirt,Quarter3,80.0,0.3,559.7
Gloves,Quarter1,90.8,2.5,903.0
Gloves,Quarter4,51.6,7.2,442.8
T-Shirt,Quarter4,62.0,2.4,553.2
Gloves,Quarter2,62.9,0.8,628.2
Gloves,Quarter3,96.3,7.5,851.7
T-Shirt,Quarter3,31.7,0.5,220.4
Gloves,Quarter4,31.8,0.4,253.2
T-Shirt,Quarter4,82.6,5.0,568.2
T-Shirt,Quarter4,37.2,1.8,333.0
T-Shirt,Quarter3,73.0,5.4,578.6
T-Shirt,Quarter1,79.5,5.4,471.6
Gloves,Quarter4,68.0,2.5,743.0
Sweatshirt,Quarter3,14.1,6.0,58.5
Gloves,Quarter1,94.3,8.4,934.6
Sweatshirt,Quarter3,38.9,2.4,192.1
Gloves,Quarter4,44.0,9.5,465.0
Gloves,Quarter1,14.5,1.5,127.5
Sweatshirt,Quarter4,91.3,4.1,539.6
Sweatshirt,Quarter1,80.6,7.7,307.0
T-Shirt,Quarter2,24.8,9.7,188.7
T-Shirt,Quarter3,60.8,8.9,477.5
T-Shirt,Quarter4,59.7,4.5,408.9
Sweatshirt,Quarter2,14.2,4.2,95.2
Gloves,Quarter4,19.4,2.3,167.7
T-Shirt,Quarter4,76.6,6.1,683.3
Sweatshirt,Quarter4,100.0,1.0,599.0
Gloves,Quarter3,19.1,7.1,169.7
T-Shirt,Quarter4,75.8,9.0,664.2
Gloves,Quarter2,71.9,7.5,639.6
T-Shirt,Quarter1,77.1,1.2,537.3
Gloves,Quarter3,78.5,2.9,860.6
Sweatshirt,Quarter2,54.4,8.3,263.7
Sweatshirt,Quarter2,11.3,4.9,51.6
T-Shirt,Quarter2,64.9,5.3,438.4
T-Shirt,Quarter4,83.4,4.3,487.5
Sweatshirt,Quarter3,83.4,6.8,410.2
Sweatshirt,Quarter4,72.0,2.3,499.4
Sweatshirt,Quarter2,18.5,3.2,126.3
Gloves,Quarter3,21.6,7.7,165.1
Gloves,Quarter3,85.6,3.9,852.1
Sweatshirt,Quarter1,51.7,0.1,206.6
T-Shirt,Quarter1,82.1,9.9,627.1
Gloves,Quarter3,52.2,1.4,465.6
Gloves,Quarter2,99.7,0.6,895.5
Gloves,Quarter1,29.3,2.7,319.6
Sweatshirt,Quarter4,11.2,8.1,54.1
T-Shirt,Quarter2,68.4,5.3,599.7
T-Shirt,Quarter2,45.9,9.2,247.8
Sweatshirt,Quarter2,19.4,3.8,89.4
Gloves,Quarter2,58.1,8.9,455.9
Gloves,Quarter3,66.0,4.1,523.9
Gloves,Quarter3,31.4,2.9,245.4
Sweatshirt,Quarter2,95.8,6.0,562.8
Gloves,Quarter1,66.9,9.7,515.8
Sweatshirt,Quarter3,52.5,0.8,207.6
T-Shirt,Quarter4,19.7,6.4,99.0
Gloves,Quarter2,64.3,1.3,706.0
Sweatshirt,Quarter3,72.2,7.6,425.6
Sweatshirt,Quarter2,14.0,3.7,62.6
Gloves,Quarter1,37.3,8.4,290.0
Sweatshirt,Quarter3,28.7,0.2,143.3
Gloves,Quarter2,71.7,1.5,642.3
Sweatshirt,Quarter2,34.7,6.5,160.5
T-Shirt,Quarter2,31.7,5.3,269.4
Gloves,Quarter3,19.5,3.0,192.0
Sweatshirt,Quarter1,67.7,2.2,404.0
T-Shirt,Quarter4,76.0,4.6,527.4
Gloves,Quarter3,46.0,2.5,406.5
Sweatshirt,Quarter2,82.3,9.8,464.4
Gloves,Quarter4,10.7,7.5,110.2
Gloves,Quarter1,49.9,5.5,482.5
T-Shirt,Quarter4,93.0,5.4,547.2
T-Shirt,Quarter4,20.7,7.1,117.1
Sweatshirt,Quarter1,34.8,0.7,208.1
Gloves,Quarter1,68.0,2.1,605.7
Sweatshirt,Quarter4,12.0,8.4,67.2
Gloves,Quarter1,58.0,5.1,564.7
T-Shirt,Quarter4,10.2,8.0,63.4
Sweatshirt,Quarter2,60.7,4.5,229.3
Gloves,Quarter1,13.0,4.9,128.3
Sweatshirt,Quarter4,62.7,1.1,312.4
Gloves,Quarter4,57.1,5.1,446.6
Gloves,Quarter3,50.0,9.3,531.4
Gloves,Quarter2,76.4,1.9,605.5
T-Shirt,Quarter2,97.9,4.6,573.6
T-Shirt,Quarter2,59.4,0.6,414.6
Sweatshirt,Quarter3,33.8,4.4,189.6
Gloves,Quarter2,28.8,1.7,313.4
Sweatshirt,Quarter1,49.2,4.6,183.0
Gloves,Quarter1,40.4,6.9,349.8
Sweatshirt,Quarter4,60.3,2.5,414.6
Sweatshirt,Quarter4,76.0,0.1,303.9
Sweatshirt,Quarter2,93.9,8.2,538.8
Gloves,Quarter3,32.2,7.3,267.9
Sweatshirt,Quarter3,79.8,4.9,309.4
T-Shirt,Quarter4,43.3,6.6,240.0
Gloves,Quarter1,49.2,3.5,488.5
T-Shirt,Quarter4,36.6,3.6,208.8
T-Shirt,Quarter2,75.8,5.2,677.0
Gloves,Quarter4,49.1,8.4,482.6
Gloves,Quarter2,34.6,5.6,271.2
Sweatshirt,Quarter4,53.1,7.5,349.2
Gloves,Quarter1,82.2,6.2,651.4
Sweatshirt,Quarter1,42.2,9.7,181.9
Gloves,Quarter2,73.4,9.4,779.2
T-Shirt,Quarter4,93.4,6.3,641.2
T-Shirt,Quarter3,63.9,4.0,571.1
T-Shirt,Quarter4,12.0,5.9,84.2
Gloves,Quarter4,66.1,9.9,575.1
Gloves,Quarter3,56.7,3.2,444.0
Gloves,Quarter2,21.3,8.7,208.2
T-Shirt,Quarter1,14.3,2.5,78.3
Gloves,Quarter1,38.6,8.2,300.6
T-Shirt,Quarter1,70.0,0.4,419.6
T-Shirt,Quarter4,76.2,5.0,523.4
Gloves,Quarter4,19.5,7.5,207.0
T-Shirt,Quarter3,89.6,0.1,806.3
T-Shirt,Quarter3,10.4,8.2,56.4
T-Shirt,Quarter3,70.3,8.1,484.0
Sweatshirt,Quarter1,98.7,5.2,581.8
T-Shirt,Quarter1,36.9,7.5,206.4
Gloves,Quarter4,95.2,7.2,740.0
T-Shirt,Quarter1,94.2,9.7,818.7
Gloves,Quarter3,59.1,4.4,641.3
T-Shirt,Quarter2,73.3,1.2,436.2
T-Shirt,Quarter2,87.4,8.2,762.0
Gloves,Quarter2,82.9,1.1,743.9
Sweatshirt,Quarter1,76.5,2.5,298.5
T-Shirt,Quarter1,12.0,5.1,73.8
T-Shirt,Quarter1,59.0,5.5,348.5
T-Shirt,Quarter3,13.1,5.6,80.5
Gloves,Quarter1,17.7,9.9,167.1
Sweatshirt,Quarter3,81.2,2.9,397.3
Sweatshirt,Quarter1,20.5,0.4,122.6
T-Shirt,Quarter4,58.0,6.4,457.6
Sweatshirt,Quarter2,58.9,6.6,405.7
Gloves,Quarter2,74.5,0.5,818.0
Gloves,Quarter4,35.4,7.7,366.3
Gloves,Quarter2,96.0,4.9,955.1
T-Shirt,Quarter2,41.3,8.2,314.0
Sweatshirt,Quarter4,28.0,8.9,131.1
Gloves,Quarter4,44.9,4.4,399.7
Gloves,Quarter3,25.2,9.0,174.6
Sweatshirt,Quarter4,81.8,3.4,480.6
Gloves,Quarter1,42.3,1.1,379.6
T-Shirt,Quarter1,85.9,1.2,769.5
T-Shirt,Quarter4,32.9,3.6,259.6
Gloves,Quarter1,35.0,4.3,341.4
T-Shirt,Quarter1,51.2,4.1,405.5
Gloves,Quarter1,23.5,4.5,183.5
T-Shirt,Quarter2,83.0,7.9,656.1
T-Shirt,Quarter3,69.8,8.5,480.1
Sweatshirt,Quarter2,13.5,5.1,84.3
Gloves,Quarter3,90.8,2.5,900.5
Sweatshirt,Quarter3,74.0,3.6,359.2
T-Shirt,Quarter1,40.8,4.6,276.4
Sweatshirt,Quarter4,17.9,9.9,61.7
T-Shirt,Quarter2,64.5,4.5,567.0
T-Shirt,Quarter3,25.3,0.0,202.4
Gloves,Quarter1,57.8,2.8,459.6
Sweatshirt,Quarter3,92.8,7.1,535.5
Sweatshirt,Quarter4,77.4,9.0,437.4
Gloves,Quarter4,95.7,8.0,1044.7
T-Shirt,Quarter2,72.0,8.4,495.6
Gloves,Quarter1,73.7,7.2,715.4
T-Shirt,Quarter1,22.2,8.1,169.5
T-Shirt,Quarter2,48.4,1.7,430.5
Sweatshirt,Quarter2,27.2,6.6,177.2
T-Shirt,Quarter4,88.8,2.6,707.8
T-Shirt,Quarter3,21.4,9.3,161.9
T-Shirt,Quarter3,72.7,3.0,575.6
T-Shirt,Quarter3,71.8,7.0,495.6
T-Shirt,Quarter1,12.1,3.7,68.9
Sweatshirt,Quarter3,96.1,2.3,475.9
Sweatshirt,Quarter2,75.4,4.9,522.9
Gloves,Quarter2,48.0,4.4,523.6
T-Shirt,Quarter4,95.3,7.7,754.7
Sweatshirt,Quarter3,17.1,2.2,64.0
T-Shirt,Quarter4,30.6,3.0,208.2
Gloves,Quarter3,95.2,1.2,950.8
Sweatshirt,Quarter2,62.8,1.7,373.4
T-Shirt,Quarter1,24.1,3.1,138.4
Sweatshirt,Quarter2,20.0,8.7,102.6
Gloves,Quarter2,73.0,9.0,794.0
T-Shirt,Quarter1,30.4,6.4,169.6
Sweatshirt,Quarter4,43.1,2.9,295.9
Gloves,Quarter3,49.1,5.6,528.9
Gloves,Quarter1,22.1,7.6,169.2
T-Shirt,Quarter1,14.9,5.7,98.6
Gloves,Quarter3,98.7,1.4,985.6
Gloves,Quarter4,96.2,4.0,761.6
Gloves,Quarter3,85.1,8.1,911.8
Gloves,Quarter3,78.4,4.9,617.4
Sweatshirt,Quarter1,60.7,4.8,289.1
Gloves,Quarter2,20.3,4.4,198.6
Sweatshirt,Quarter3,67.6,3.3,469.9
Sweatshirt,Quarter4,29.8,6.5,142.5
T-Shirt,Quarter3,19.2,7.1,93.9
T-Shirt,Quarter1,48.1,5.6,331.1
Gloves,Quarter3,70.7,6.6,545.8
T-Shirt,Quarter3,27.8,7.7,186.9
Gloves,Quarter1,54.9,1.1,438.1
Sweatshirt,Quarter1,57.3,6.9,208.5
Gloves,Quarter1,21.9,8.6,210.4
Sweatshirt,Quarter2,53.6,4.6,317.0
Gloves,Quarter1,37.5,8.1,283.8
Gloves,Quarter4,19.8,7.5,170.7
Gloves,Quarter1,61.3,4.8,669.5
T-Shirt,Quarter2,70.2,6.0,473.4
Gloves,Quarter2,94.4,7.2,1024.0
T-Shirt,Quarter2,85.6,3.8,759.0
Gloves,Quarter1,45.4,2.3,494.8
T-Shirt,Quarter1,98.2,1.8,878.4
Gloves,Quarter3,48.5,4.8,373.6
Sweatshirt,Quarter3,67.5,4.6,265.4
Sweatshirt,Quarter3,77.2,4.4,454.4
Sweatshirt,Quarter4,33.3,1.7,198.1
Gloves,Quarter4,71.9,0.8,573.6
Gloves,Quarter2,66.1,5.7,583.5
T-Shirt,Quarter4,79.0,0.6,630.8
T-Shirt,Quarter2,19.6,1.0,116.6
Gloves,Quarter3,40.4,1.1,441.1
Sweatshirt,Quarter1,90.4,7.9,353.7
Gloves,Quarter2,44.8,5.4,392.4
T-Shirt,Quarter3,19.3,7.5,166.2
Sweatshirt,Quarter3,16.3,8.1,81.6
T-Shirt,Quarter4,20.5,8.9,96.3
Gloves,Quarter2,47.2,7.7,409.4
Sweatshirt,Quarter2,14.8,4.7,89.5
T-Shirt,Quarter3,28.8,0.6,258.0
T-Shirt,Quarter4,14.2,5.5,108.1
T-Shirt,Quarter2,70.6,0.7,564.1
Gloves,Quarter1,82.0,0.3,901.4
Gloves,Quarter1,41.9,7.4,362.3
Sweatshirt,Quarter1,26.6,0.1,185.9
Gloves,Quarter2,52.8,4.3,576.5
Gloves,Quarter4,49.6,7.3,431.8
Gloves,Quarter2,72.0,9.8,556.4
Gloves,Quarter4,36.1,2.8,394.3
T-Shirt,Quarter1,48.6,8.6,331.6
Gloves,Quarter1,12.6,4.3,96.5
Sweatshirt,Quarter3,15.7,6.1,103.8
Sweatshirt,Quarter2,55.1,4.0,208.4
T-Shirt,Quarter2,65.5,1.9,389.2
Sweatshirt,Quarter2,90.1,9.2,351.2
Gloves,Quarter3,47.7,6.1,369.4
Sweatshirt,Quarter2,62.7,4.7,241.4
Sweatshirt,Quarter3,29.2,7.5,152.7
Sweatshirt,Quarter4,87.7,0.8,612.3
Gloves,Quarter4,50.2,6.0,490.0
Gloves,Quarter3,30.8,7.2,232.0
T-Shirt,Quarter2,28.2,7.9,230.1
T-Shirt,Quarter4,47.5,0.5,331.0
T-Shirt,Quarter4,52.1,0.4,311.8
Gloves,Quarter2,56.1,0.4,447.6
Gloves,Quarter1,49.8,0.6,397.8
Sweatshirt,Quarter3,45.9,10.0,219.5
Sweatshirt,Quarter1,69.4,7.7,462.7
Gloves,Quarter4,75.2,5.0,671.8
Gloves,Quarter2,87.2,3.7,868.3
T-Shirt,Quarter2,68.2,8.4,537.2
T-Shirt,Quarter2,65.0,2.9,576.3
T-Shirt,Quarter2,96.1,5.6,752.0
T-Shirt,Quarter1,62.9,8.7,360.0
Sweatshirt,Quarter4,20.9,7.3,139.0
T-Shirt,Quarter2,49.4,5.2,384.8
T-Shirt,Quarter4,50.6,4.2,295.2
Gloves,Quarter3,85.0,6.1,922.8
Sweatshirt,Quarter3,97.4,0.2,486.4
Gloves,Quarter2,70.5,4.5,625.5
Gloves,Quarter3,83.3,7.8,817.4
T-Shirt,Quarter1,44.4,3.5,389.1
Sweatshirt,Quarter3,99.6,4.1,693.1
Gloves,Quarter2,44.4,9.3,345.9
Gloves,Quarter2,97.4,7.6,1063.8
Sweatshirt,Quarter4,47.2,6.3,223.4
Gloves,Quarter1,15.4,1.1,151.8
T-Shirt,Quarter1,85.8,0.1,514.6
Gloves,Quarter4,29.4,7.9,315.5
Sweatshirt,Quarter4,33.2,3.0,193.2
Gloves,Quarter1,52.4,4.7,414.5
T-Shirt,Quarter2,67.7,4.2,465.5
Sweatshirt,Quarter4,85.0,1.2,423.8
Sweatshirt,Quarter1,88.5,3.6,346.8
Gloves,Quarter3,29.7,6.3,307.8
Gloves,Quarter2,74.6,3.7,738.6
Sweatshirt,Quarter1,15.6,3.3,87.0
T-Shirt,Quarter2,39.4,3.5,347.6
Gloves,Quarter4,36.9,0.7,293.8
T-Shirt,Quarter2,70.3,4.8,557.6
T-Shirt,Quarter4,36.5,9.2,282.8
Sweatshirt,Quarter3,71.5,1.7,284.3
Sweatshirt,Quarter2,19.4,2.2,90.4
T-Shirt,Quarter4,36.0,6.8,245.2
T-Shirt,Quarter4,94.2,4.1,835.5
Sweatshirt,Quarter1,23.2,8.6,113.4
T-Shirt,Quarter4,32.4,1.1,290.5
T-Shirt,Quarter4,16.4,9.4,138.2
Sweatshirt,Quarter1,40.7,3.9,155.0
Sweatshirt,Quarter2,41.5,0.6,248.4
T-Shirt,Quarter4,87.5,7.0,780.5
Gloves,Quarter1,54.8,7.7,524.9
Sweatshirt,Quarter3,59.6,1.8,355.8
T-Shirt,Quarter1,93.4,7.7,739.5
Gloves,Quarter2,39.9,3.4,309.0
Sweatshirt,Quarter4,97.0,3.7,380.6
Sweatshirt,Quarter3,11.2,5.2,34.4
Gloves,Quarter3,77.3,8.1,748.7
Gloves,Quarter4,34.2,0.5,273.1
Sweatshirt,Quarter1,18.2,3.4,66.0
T-Shirt,Quarter3,83.4,1.1,498.2
T-Shirt,Quarter1,41.2,1.0,245.2
Sweatshirt,Quarter3,86.4,5.6,599.2
Gloves,Quarter1,41.0,3.2,324.8
Gloves,Quarter2,14.9,1.3,115.3
T-Shirt,Quarter3,43.3,7.1,375.5
Gloves,Quarter4,44.5,6.1,426.7
Sweatshirt,Quarter3,65.6,2.1,387.3
Sweatshirt,Quarter3,12.9,7.7,36.2
T-Shirt,Quarter4,36.1,3.2,318.5
Gloves,Quarter1,75.6,8.2,823.4
Gloves,Quarter3,31.4,3.3,342.1
Sweatshirt,Quarter4,67.3,5.5,398.3
T-Shirt,Quarter1,41.8,3.2,331.2
Gloves,Quarter1,17.8,6.0,148.2
T-Shirt,Quarter2,34.8,2.6,238.4
T-Shirt,Quarter3,77.4,0.2,464.2
Sweatshirt,Quarter4,74.1,9.9,414.9
Sweatshirt,Quarter3,91.9,2.8,640.5
Gloves,Quarter2,25.5,4.8,266.1
Gloves,Quarter3,13.6,9.5,80.3
Sweatshirt,Quarter2,41.4,7.4,143.4
T-Shirt,Quarter4,21.7,8.5,134.9
T-Shirt,Quarter1,86.1,7.8,767.1
T-Shirt,Quarter1,12.1,4.8,67.8
Gloves,Quarter2,61.5,8.8,465.6
T-Shirt,Quarter4,42.6,5.9,377.5
Sweatshirt,Quarter1,18.1,2.1,120.4
Gloves,Quarter1,10.8,4.4,88.4
Sweatshirt,Quarter3,43.4,1.0,257.4
Sweatshirt,Quarter4,18.3,1.1,125.9
Sweatshirt,Quarter3,19.6,1.0,115.6
Sweatshirt,Quarter3,22.6,6.1,139.9
Sweatshirt,Quarter1,18.9,8.5,115.3
T-Shirt,Quarter4,96.8,8.0,766.4
Gloves,Quarter3,46.8,3.4,417.8
T-Shirt,Quarter3,10.8,3.6,64.8
T-Shirt,Quarter3,23.1,8.3,168.2
Gloves,Quarter2,50.4,3.7,492.9
T-Shirt,Quarter1,18.1,8.0,136.8
T-Shirt,Quarter2,64.1,0.6,446.9
T-Shirt,Quarter2,43.2,0.5,344.6
Gloves,Quarter4,27.4,3.6,212.0
Gloves,Quarter2,34.9,1.8,310.5
Gloves,Quarter2,90.4,3.8,719.4
T-Shirt,Quarter4,30.5,0.9,273.6
T-Shirt,Quarter4,29.7,9.1,210.3
T-Shirt,Quarter4,76.1,6.6,589.0
T-Shirt,Quarter1,38.5,7.0,339.5
Gloves,Quarter4,78.0,6.5,760.5
Gloves,Quarter1,30.6,0.3,244.5
Gloves,Quarter4,43.3,4.1,428.9
T-Shirt,Quarter2,70.9,1.8,420.0
Sweatshirt,Quarter3,14.5,8.5,78.5
T-Shirt,Quarter2,68.7,0.6,479.1
Gloves,Quarter1,93.6,8.2,919.6
Sweatshirt,Quarter1,24.1,9.8,86.6
Sweatshirt,Quarter4,54.3,7.8,302.4
Sweatshirt,Quarter3,22.1,6.8,96.9
T-Shirt,Quarter4,35.5,9.6,290.7
Gloves,Quarter4,75.1,2.4,746.2
Gloves,Quarter3,71.5,1.5,712.0
Sweatshirt,Quarter2,42.8,5.9,239.1
T-Shirt,Quarter1,58.9,6.6,340.2
T-Shirt,Quarter4,74.7,7.5,425.7
Sweatshirt,Quarter4,59.3,6.0,409.1
Sweatshirt,Quarter3,13.8,8.3,30.3
Gloves,Quarter2,45.9,4.4,408.7
T-Shirt,Quarter2,40.4,8.9,296.5
Gloves,Quarter3,28.3,6.5,276.5
T-Shirt,Quarter1,19.1,3.1,108.4
T-Shirt,Quarter3,19.5,3.2,149.6
T-Shirt,Quarter4,77.5,8.8,524.9
Gloves,Quarter4,25.4,6.9,182.5
Gloves,Quarter4,66.6,0.1,532.6
Gloves,Quarter1,53.4,1.5,425.7
T-Shirt,Quarter1,39.7,1.8,355.5
T-Shirt,Quarter2,99.3,7.7,588.1
Gloves,Quarter4,37.1,8.2,383.5
Gloves,Quarter4,78.7,4.8,620.0
T-Shirt,Quarter4,84.2,6.6,569.6
T-Shirt,Quarter4,60.5,4.9,479.1
T-Shirt,Quarter1,49.7,0.8,396.8
Sweatshirt,Quarter1,36.7,1.1,216.9
T-Shirt,Quarter2,89.0,5.8,694.6
Gloves,Quarter4,17.7,0.1,176.8
T-Shirt,Quarter3,64.6,5.4,376.8
Sweatshirt,Quarter3,60.4,0.5,301.0
T-Shirt,Quarter2,26.8,4.7,231.8
Gloves,Quarter1,35.8,9.4,294.0
Sweatshirt,Quarter4,80.1,6.2,542.1
Sweatshirt,Quarter1,67.0,2.6,260.2
T-Shirt,Quarter4,63.0,1.9,502.1
T-Shirt,Quarter2,36.0,7.1,302.7
Sweatshirt,Quarter3,37.0,6.2,240.4
Gloves,Quarter2,16.3,9.0,154.0
Gloves,Quarter4,53.3,1.8,582.7
Gloves,Quarter2,87.9,3.8,779.7
Gloves,Quarter2,45.0,6.8,429.6
Sweatshirt,Quarter3,56.1,9.9,260.7
Sweatshirt,Quarter3,68.7,7.0,405.2
Gloves,Quarter4,45.1,2.8,490.5
Sweatshirt,Quarter3,68.8,0.4,412.0
Sweatshirt,Quarter2,98.2,4.1,478.7
Gloves,Quarter2,24.6,7.8,205.8
Gloves,Quarter2,14.3,5.7,117.3
Sweatshirt,Quarter2,38.6,4.9,255.5
Gloves,Quarter2,99.1,0.7,988.9
Gloves,Quarter1,16.6,4.2,153.4
Gloves,Quarter3,69.0,3.0,549.0
Sweatshirt,Quarter1,22.7,4.1,132.1
Sweatshirt,Quarter3,45.8,6.6,209.2
Gloves,Quarter3,23.9,8.7,189.0
Gloves,Quarter4,84.3,2.2,756.5
Gloves,Quarter2,25.5,7.0,190.0
Sweatshirt,Quarter4,86.8,2.2,431.8
Gloves,Quarter1,85.8,4.0,935.8
T-Shirt,Quarter4,66.0,5.6,516.8
T-Shirt,Quarter4,29.0,2.1,198.8
Gloves,Quarter2,27.6,6.9,255.3
T-Shirt,Quarter1,36.4,2.1,287.0
Gloves,Quarter3,44.0,0.9,483.1
Gloves,Quarter1,56.7,8.1,599.4
T-Shirt,Quarter4,48.0,8.8,270.4
Sweatshirt,Quarter3,32.3,4.9,184.0
T-Shirt,Quarter1,90.5,5.1,809.4
T-Shirt,Quarter4,98.5,8.8,860.1
T-Shirt,Quarter3,79.2,0.7,553.0
T-Shirt,Quarter1,27.7,4.1,209.3
Sweatshirt,Quarter2,92.9,8.3,625.4
Sweatshirt,Quarter3,94.0,4.8,465.2
Sweatshirt,Quarter1,22.1,5.1,105.4
